,sales,date,region
32677,221500,2021-04-18,south
32678,240500,2021-04-18,east
32679,226500,2021-04-18,west
32704,216000,2021-04-19,north
32705,211500,2021-04-19,south
32706,217500,2021-04-19,east
32707,242000,2021-04-19,west
32732,229000,2021-04-20,north
32733,211500,2021-04-20,south
32734,211000,2021-04-20,east
32735,239500,2021-04-20,west
32760,240000,2021-04-21,north
32761,219500,2021-04-21,south
32762,209500,2021-04-21,east
32763,233000,2021-04-21,west
32788,223500,2021-04-22,north
32789,219500,2021-04-22,south
32790,248000,2021-04-22,east
32791,227000,2021-04-22,west
32816,228000,2021-04-23,north
32817,206500,2021-04-23,south
32818,206500,2021-04-23,east
32819,226000,2021-04-23,west
32844,244000,2021-04-24,north
32845,213000,2021-04-24,south
32846,234500,2021-04-24,east
32847,202000,2021-04-24,west
32872,227500,2021-04-25,north
32873,237500,2021-04-25,south
32874,234000,2021-04-25,east
32875,230000,2021-04-25,west
32900,226000,2021-04-26,north
32901,229500,2021-04-26,south
32902,229500,2021-04-26,east
32903,211500,2021-04-26,west
32928,209500,2021-04-27,north
32929,201000,2021-04-27,south
32930,224500,2021-04-27,east
32931,224500,2021-04-27,west
32956,238500,2021-04-28,north
32957,223000,2021-04-28,south
32958,228500,2021-04-28,east
32959,211500,2021-04-28,west
32984,215000,2021-04-29,north
32985,206500,2021-04-29,south
32986,211000,2021-04-29,east
32987,217500,2021-04-29,west
33012,232000,2021-04-30,north
33013,243500,2021-04-30,south
33014,205000,2021-04-30,east
33015,216500,2021-04-30,west
33040,246000,2021-05-01,north
33041,216500,2021-05-01,south
33042,211000,2021-05-01,east
33043,232000,2021-05-01,west
33068,230500,2021-05-02,north
33069,214500,2021-05-02,south
33070,246000,2021-05-02,east
33071,226000,2021-05-02,west
33096,235500,2021-05-03,north
33097,207000,2021-05-03,south
33098,245500,2021-05-03,east
33099,209000,2021-05-03,west
33124,227000,2021-05-04,north
33125,242500,2021-05-04,south
33126,241500,2021-05-04,east
33127,206500,2021-05-04,west
33152,231500,2021-05-05,north
33153,212000,2021-05-05,south
33154,233000,2021-05-05,east
33155,229500,2021-05-05,west
33180,212000,2021-05-06,north
33181,205000,2021-05-06,south
33182,214000,2021-05-06,east
33183,223000,2021-05-06,west
33208,209000,2021-05-07,north
33209,233500,2021-05-07,south
33210,212500,2021-05-07,east
33211,238000,2021-05-07,west
33236,209000,2021-05-08,north
33237,249000,2021-05-08,south
33238,220000,2021-05-08,east
33239,204500,2021-05-08,west
33264,214000,2021-05-09,north
33265,211500,2021-05-09,south
33266,204500,2021-05-09,east
33267,238500,2021-05-09,west
33292,225000,2021-05-10,north
33293,232500,2021-05-10,south
33294,232500,2021-05-10,east
33295,240000,2021-05-10,west
33320,212000,2021-05-11,north
33321,216500,2021-05-11,south
33322,217500,2021-05-11,east
33323,219000,2021-05-11,west
33348,215500,2021-05-12,north
33349,232500,2021-05-12,south
33350,202500,2021-05-12,east
33351,245500,2021-05-12,west
33376,233000,2021-05-13,north
33377,221000,2021-05-13,south
33378,201000,2021-05-13,east
33379,232000,2021-05-13,west
33404,213500,2021-05-14,north
33405,250000,2021-05-14,south
33406,214000,2021-05-14,east
33407,219000,2021-05-14,west
33432,224000,2021-05-15,north
33433,218000,2021-05-15,south
33434,202000,2021-05-15,east
33435,239000,2021-05-15,west
33460,237500,2021-05-16,north
33461,205000,2021-05-16,south
33462,208000,2021-05-16,east
33463,205500,2021-05-16,west
33488,202000,2021-05-17,north
33489,247000,2021-05-17,south
33490,222000,2021-05-17,east
33491,225500,2021-05-17,west
33516,218500,2021-05-18,north
33517,245500,2021-05-18,south
33518,227000,2021-05-18,east
33519,241500,2021-05-18,west
33544,240000,2021-05-19,north
33545,230000,2021-05-19,south
33546,217500,2021-05-19,east
33547,202000,2021-05-19,west
33572,219500,2021-05-20,north
33573,205000,2021-05-20,south
33574,205500,2021-05-20,east
33575,230000,2021-05-20,west
33600,248000,2021-05-21,north
33601,224000,2021-05-21,south
33602,202500,2021-05-21,east
33603,248000,2021-05-21,west
33628,243000,2021-05-22,north
33629,210000,2021-05-22,south
33630,242000,2021-05-22,east
33631,241000,2021-05-22,west
33656,215500,2021-05-23,north
33657,234500,2021-05-23,south
33658,204500,2021-05-23,east
33659,224000,2021-05-23,west
33684,239000,2021-05-24,north
33685,221000,2021-05-24,south
33686,210500,2021-05-24,east
33687,207500,2021-05-24,west
33712,202000,2021-05-25,north
33713,210500,2021-05-25,south
33714,229500,2021-05-25,east
33715,200500,2021-05-25,west
33740,247500,2021-05-26,north
33741,221000,2021-05-26,south
33742,204000,2021-05-26,east
33743,208500,2021-05-26,west
33768,208000,2021-05-27,north
33769,226000,2021-05-27,south
33770,234500,2021-05-27,east
33771,216000,2021-05-27,west
33796,220500,2021-05-28,north
33797,205500,2021-05-28,south
33798,228000,2021-05-28,east
33799,220500,2021-05-28,west
33824,215000,2021-05-29,north
33825,245000,2021-05-29,south
33826,200500,2021-05-29,east
33827,211500,2021-05-29,west
33852,238000,2021-05-30,north
33853,222500,2021-05-30,south
33854,248500,2021-05-30,east
33855,231000,2021-05-30,west
33880,239500,2021-05-31,north
33881,209500,2021-05-31,south
33882,222000,2021-05-31,east
33883,213000,2021-05-31,west
33908,214000,2021-06-01,north
33909,245000,2021-06-01,south
33910,205500,2021-06-01,east
33911,221500,2021-06-01,west
33936,201500,2021-06-02,north
33937,235000,2021-06-02,south
33938,200500,2021-06-02,east
33939,201500,2021-06-02,west
33964,237500,2021-06-03,north
33965,202500,2021-06-03,south
33966,237500,2021-06-03,east
33967,230000,2021-06-03,west
33992,240500,2021-06-04,north
33993,213500,2021-06-04,south
33994,231500,2021-06-04,east
33995,230000,2021-06-04,west
34020,242500,2021-06-05,north
34021,240000,2021-06-05,south
34022,224500,2021-06-05,east
34023,208500,2021-06-05,west
34048,202000,2021-06-06,north
34049,219000,2021-06-06,south
34050,245000,2021-06-06,east
34051,224500,2021-06-06,west
34076,239000,2021-06-07,north
34077,202000,2021-06-07,south
34078,236000,2021-06-07,east
34079,207000,2021-06-07,west
34104,229000,2021-06-08,north
34105,203500,2021-06-08,south
34106,245000,2021-06-08,east
34107,212000,2021-06-08,west
34132,248000,2021-06-09,north
34133,250000,2021-06-09,south
34134,236500,2021-06-09,east
34135,233000,2021-06-09,west
34160,228000,2021-06-10,north
34161,201500,2021-06-10,south
34162,250000,2021-06-10,east
34163,240500,2021-06-10,west
34188,238500,2021-06-11,north
34189,209000,2021-06-11,south
34190,230000,2021-06-11,east
34191,235000,2021-06-11,west
34216,209500,2021-06-12,north
34217,237500,2021-06-12,south
34218,227000,2021-06-12,east
34219,236500,2021-06-12,west
34244,220500,2021-06-13,north
34245,226000,2021-06-13,south
34246,213500,2021-06-13,east
34247,228000,2021-06-13,west
34272,248500,2021-06-14,north
34273,202500,2021-06-14,south
34274,246000,2021-06-14,east
34275,228500,2021-06-14,west
34300,209000,2021-06-15,north
34301,207500,2021-06-15,south
34302,212500,2021-06-15,east
34303,208500,2021-06-15,west
34328,241000,2021-06-16,north
34329,226500,2021-06-16,south
34330,214500,2021-06-16,east
34331,232000,2021-06-16,west
34356,226000,2021-06-17,north
34357,246000,2021-06-17,south
34358,206000,2021-06-17,east
34359,212000,2021-06-17,west
34384,232500,2021-06-18,north
34385,227500,2021-06-18,south
34386,228500,2021-06-18,east
34387,215000,2021-06-18,west
34412,216000,2021-06-19,north
34413,202000,2021-06-19,south
34414,243000,2021-06-19,east
34415,202500,2021-06-19,west
34440,228000,2021-06-20,north
34441,242500,2021-06-20,south
34442,223000,2021-06-20,east
34443,216000,2021-06-20,west
34468,236000,2021-06-21,north
34469,230500,2021-06-21,south
34470,210500,2021-06-21,east
34471,229000,2021-06-21,west
34496,228000,2021-06-22,north
34497,201000,2021-06-22,south
34498,209500,2021-06-22,east
34499,227000,2021-06-22,west
34524,208000,2021-06-23,north
34525,234500,2021-06-23,south
34526,224000,2021-06-23,east
34527,242500,2021-06-23,west
34552,239000,2021-06-24,north
34553,215500,2021-06-24,south
34554,206000,2021-06-24,east
34555,205500,2021-06-24,west
34580,214000,2021-06-25,north
34581,234000,2021-06-25,south
34582,203000,2021-06-25,east
34583,231000,2021-06-25,west
34608,206500,2021-06-26,north
34609,233000,2021-06-26,south
34610,214500,2021-06-26,east
34611,205000,2021-06-26,west
34636,209500,2021-06-27,north
34637,246000,2021-06-27,south
34638,219500,2021-06-27,east
34639,202000,2021-06-27,west
34664,218500,2021-06-28,north
34665,219000,2021-06-28,south
34666,205000,2021-06-28,east
34667,204500,2021-06-28,west
34692,215500,2021-06-29,north
34693,213500,2021-06-29,south
34694,228000,2021-06-29,east
34695,248500,2021-06-29,west
34720,204000,2021-06-30,north
34721,213000,2021-06-30,south
34722,249000,2021-06-30,east
34723,216000,2021-06-30,west
34748,206500,2021-07-01,north
34749,235500,2021-07-01,south
34750,220500,2021-07-01,east
34751,226500,2021-07-01,west
34776,200500,2021-07-02,north
34777,245000,2021-07-02,south
34778,250000,2021-07-02,east
34779,244500,2021-07-02,west
34804,246000,2021-07-03,north
34805,206000,2021-07-03,south
34806,209000,2021-07-03,east
34807,241500,2021-07-03,west
34832,239500,2021-07-04,north
34833,237000,2021-07-04,south
34834,211000,2021-07-04,east
34835,239500,2021-07-04,west
34860,220500,2021-07-05,north
34861,224500,2021-07-05,south
34862,233000,2021-07-05,east
34863,201000,2021-07-05,west
34888,243000,2021-07-06,north
34889,212500,2021-07-06,south
34890,223500,2021-07-06,east
34891,217500,2021-07-06,west
34916,246000,2021-07-07,north
34917,250000,2021-07-07,south
34918,231500,2021-07-07,east
34919,212000,2021-07-07,west
34944,204000,2021-07-08,north
34945,242500,2021-07-08,south
34946,237500,2021-07-08,east
34947,208000,2021-07-08,west
34972,210500,2021-07-09,north
34973,224000,2021-07-09,south
34974,201500,2021-07-09,east
34975,217000,2021-07-09,west
35000,219500,2021-07-10,north
35001,244000,2021-07-10,south
35002,204000,2021-07-10,east
35003,226000,2021-07-10,west
35028,217000,2021-07-11,north
35029,220000,2021-07-11,south
35030,226000,2021-07-11,east
35031,239500,2021-07-11,west
35056,201000,2021-07-12,north
35057,200500,2021-07-12,south
35058,225000,2021-07-12,east
35059,201000,2021-07-12,west
35084,214500,2021-07-13,north
35085,210500,2021-07-13,south
35086,226500,2021-07-13,east
35087,202000,2021-07-13,west
35112,229500,2021-07-14,north
35113,233000,2021-07-14,south
35114,228000,2021-07-14,east
35115,204500,2021-07-14,west
35140,237500,2021-07-15,north
35141,237000,2021-07-15,south
35142,225500,2021-07-15,east
35143,230500,2021-07-15,west
35168,244000,2021-07-16,north
35169,202000,2021-07-16,south
35170,203500,2021-07-16,east
35171,215500,2021-07-16,west
35196,214500,2021-07-17,north
35197,208000,2021-07-17,south
35198,234500,2021-07-17,east
35199,223000,2021-07-17,west
35224,237500,2021-07-18,north
35225,216500,2021-07-18,south
35226,217500,2021-07-18,east
35227,238500,2021-07-18,west
35252,229500,2021-07-19,north
35253,217000,2021-07-19,south
35254,204000,2021-07-19,east
35255,220500,2021-07-19,west
35280,243500,2021-07-20,north
35281,238000,2021-07-20,south
35282,244500,2021-07-20,east
35283,239000,2021-07-20,west
35308,211500,2021-07-21,north
35309,227500,2021-07-21,south
35310,220000,2021-07-21,east
35311,230500,2021-07-21,west
35336,228000,2021-07-22,north
35337,214000,2021-07-22,south
35338,220500,2021-07-22,east
35339,245000,2021-07-22,west
35364,206000,2021-07-23,north
35365,220000,2021-07-23,south
35366,239000,2021-07-23,east
35367,207500,2021-07-23,west
35392,201500,2021-07-24,north
35393,223500,2021-07-24,south
35394,236000,2021-07-24,east
35395,212500,2021-07-24,west
35420,223500,2021-07-25,north
35421,245000,2021-07-25,south
35422,215500,2021-07-25,east
35423,228000,2021-07-25,west
35448,228500,2021-07-26,north
35449,239500,2021-07-26,south
35450,236000,2021-07-26,east
35451,229000,2021-07-26,west
35476,244000,2021-07-27,north
35477,231500,2021-07-27,south
35478,208000,2021-07-27,east
35479,245000,2021-07-27,west
35504,216500,2021-07-28,north
35505,238500,2021-07-28,south
35506,201000,2021-07-28,east
35507,242500,2021-07-28,west
35532,212500,2021-07-29,north
35533,212500,2021-07-29,south
35534,223500,2021-07-29,east
35535,236000,2021-07-29,west
35560,200500,2021-07-30,north
35561,220000,2021-07-30,south
35562,215500,2021-07-30,east
35563,224500,2021-07-30,west
35588,222000,2021-07-31,north
35589,222500,2021-07-31,south
35590,215000,2021-07-31,east
35591,214500,2021-07-31,west
35616,207000,2021-08-01,north
35617,226500,2021-08-01,south
35618,205500,2021-08-01,east
35619,216500,2021-08-01,west
35644,228000,2021-08-02,north
35645,227500,2021-08-02,south
35646,220000,2021-08-02,east
35647,249000,2021-08-02,west
35672,235000,2021-08-03,north
35673,207500,2021-08-03,south
35674,225000,2021-08-03,east
35675,231500,2021-08-03,west
35700,248000,2021-08-04,north
35701,207000,2021-08-04,south
35702,245000,2021-08-04,east
35703,201000,2021-08-04,west
35728,242000,2021-08-05,north
35729,221500,2021-08-05,south
35730,213000,2021-08-05,east
35731,206500,2021-08-05,west
35756,206000,2021-08-06,north
35757,205000,2021-08-06,south
35758,247000,2021-08-06,east
35759,229500,2021-08-06,west
35784,223000,2021-08-07,north
35785,203000,2021-08-07,south
35786,231000,2021-08-07,east
35787,241500,2021-08-07,west
35812,248000,2021-08-08,north
35813,223000,2021-08-08,south
35814,236000,2021-08-08,east
35815,240000,2021-08-08,west
35840,216500,2021-08-09,north
35841,238500,2021-08-09,south
35842,224000,2021-08-09,east
35843,206000,2021-08-09,west
35868,229500,2021-08-10,north
35869,218000,2021-08-10,south
35870,207500,2021-08-10,east
35871,237500,2021-08-10,west
35896,225000,2021-08-11,north
35897,225000,2021-08-11,south
35898,234500,2021-08-11,east
35899,208000,2021-08-11,west
35924,249500,2021-08-12,north
35925,210000,2021-08-12,south
35926,243000,2021-08-12,east
35927,207000,2021-08-12,west
35952,228500,2021-08-13,north
35953,223500,2021-08-13,south
35954,248000,2021-08-13,east
35955,242500,2021-08-13,west
35980,209500,2021-08-14,north
35981,213500,2021-08-14,south
35982,233000,2021-08-14,east
35983,202000,2021-08-14,west
36008,206000,2021-08-15,north
36009,214000,2021-08-15,south
36010,247000,2021-08-15,east
36011,248500,2021-08-15,west
36036,204000,2021-08-16,north
36037,215500,2021-08-16,south
36038,212000,2021-08-16,east
36039,213500,2021-08-16,west
36064,239500,2021-08-17,north
36065,247500,2021-08-17,south
36066,236000,2021-08-17,east
36067,217500,2021-08-17,west
36092,249000,2021-08-18,north
36093,207500,2021-08-18,south
36094,232500,2021-08-18,east
36095,244500,2021-08-18,west
36120,208000,2021-08-19,north
36121,237000,2021-08-19,south
36122,222500,2021-08-19,east
36123,249500,2021-08-19,west
36148,216000,2021-08-20,north
36149,219500,2021-08-20,south
36150,231500,2021-08-20,east
36151,217000,2021-08-20,west
36176,223000,2021-08-21,north
36177,209500,2021-08-21,south
36178,205000,2021-08-21,east
36179,249000,2021-08-21,west
36204,209500,2021-08-22,north
36205,218000,2021-08-22,south
36206,207500,2021-08-22,east
36207,247500,2021-08-22,west
36232,202000,2021-08-23,north
36233,200000,2021-08-23,south
36234,221000,2021-08-23,east
36235,215500,2021-08-23,west
36260,221500,2021-08-24,north
36261,247500,2021-08-24,south
36262,226500,2021-08-24,east
36263,203000,2021-08-24,west
36288,202000,2021-08-25,north
36289,224000,2021-08-25,south
36290,200000,2021-08-25,east
36291,215000,2021-08-25,west
36316,237000,2021-08-26,north
36317,218000,2021-08-26,south
36318,247000,2021-08-26,east
36319,215000,2021-08-26,west
36344,217000,2021-08-27,north
36345,226000,2021-08-27,south
36346,214000,2021-08-27,east
36347,204500,2021-08-27,west
36372,249000,2021-08-28,north
36373,232000,2021-08-28,south
36374,223000,2021-08-28,east
36375,244000,2021-08-28,west
36400,218500,2021-08-29,north
36401,235000,2021-08-29,south
36402,244500,2021-08-29,east
36403,236500,2021-08-29,west
36428,206500,2021-08-30,north
36429,201500,2021-08-30,south
36430,216000,2021-08-30,east
36431,230000,2021-08-30,west
36456,204500,2021-08-31,north
36457,244000,2021-08-31,south
36458,216500,2021-08-31,east
36459,218000,2021-08-31,west
36484,233000,2021-09-01,north
36485,224000,2021-09-01,south
36486,212000,2021-09-01,east
36487,249500,2021-09-01,west
36512,208000,2021-09-02,north
36513,241500,2021-09-02,south
36514,208500,2021-09-02,east
36515,240000,2021-09-02,west
36540,225500,2021-09-03,north
36541,224500,2021-09-03,south
36542,202000,2021-09-03,east
36543,227000,2021-09-03,west
36568,239500,2021-09-04,north
36569,216500,2021-09-04,south
36570,202000,2021-09-04,east
36571,213500,2021-09-04,west
36596,233000,2021-09-05,north
36597,229000,2021-09-05,south
36598,204500,2021-09-05,east
36599,225500,2021-09-05,west
36624,234500,2021-09-06,north
36625,218500,2021-09-06,south
36626,233500,2021-09-06,east
36627,230000,2021-09-06,west
36652,204000,2021-09-07,north
36653,205500,2021-09-07,south
36654,227000,2021-09-07,east
36655,233500,2021-09-07,west
36680,242500,2021-09-08,north
36681,244500,2021-09-08,south
36682,248000,2021-09-08,east
36683,248000,2021-09-08,west
36708,200000,2021-09-09,north
36709,207500,2021-09-09,south
36710,234500,2021-09-09,east
36711,224500,2021-09-09,west
36736,207000,2021-09-10,north
36737,236500,2021-09-10,south
36738,201500,2021-09-10,east
36739,237500,2021-09-10,west
36764,227000,2021-09-11,north
36765,201500,2021-09-11,south
36766,200000,2021-09-11,east
36767,229500,2021-09-11,west
36792,243500,2021-09-12,north
36793,248500,2021-09-12,south
36794,245000,2021-09-12,east
36795,220500,2021-09-12,west
36820,241500,2021-09-13,north
36821,244000,2021-09-13,south
36822,249000,2021-09-13,east
36823,241500,2021-09-13,west
36848,226000,2021-09-14,north
36849,238500,2021-09-14,south
36850,228000,2021-09-14,east
36851,221000,2021-09-14,west
36876,207000,2021-09-15,north
36877,210500,2021-09-15,south
36878,242500,2021-09-15,east
36879,226500,2021-09-15,west
36904,219000,2021-09-16,north
36905,211000,2021-09-16,south
36906,211500,2021-09-16,east
36907,245500,2021-09-16,west
36932,227000,2021-09-17,north
36933,235000,2021-09-17,south
36934,236500,2021-09-17,east
36935,227000,2021-09-17,west
36960,220000,2021-09-18,north
36961,250000,2021-09-18,south
36962,242500,2021-09-18,east
36963,229000,2021-09-18,west
36988,246000,2021-09-19,north
36989,218500,2021-09-19,south
36990,239000,2021-09-19,east
36991,217500,2021-09-19,west
37016,248000,2021-09-20,north
37017,238500,2021-09-20,south
37018,215000,2021-09-20,east
37019,222500,2021-09-20,west
37044,239500,2021-09-21,north
37045,239500,2021-09-21,south
37046,244500,2021-09-21,east
37047,229500,2021-09-21,west
37072,228500,2021-09-22,north
37073,209500,2021-09-22,south
37074,231000,2021-09-22,east
37075,212000,2021-09-22,west
37100,207500,2021-09-23,north
37101,239000,2021-09-23,south
37102,248500,2021-09-23,east
37103,247500,2021-09-23,west
37128,222500,2021-09-24,north
37129,232500,2021-09-24,south
37130,219500,2021-09-24,east
37131,241000,2021-09-24,west
37156,228500,2021-09-25,north
37157,200000,2021-09-25,south
37158,234500,2021-09-25,east
37159,240000,2021-09-25,west
37184,226000,2021-09-26,north
37185,230000,2021-09-26,south
37186,215000,2021-09-26,east
37187,220000,2021-09-26,west
37212,214000,2021-09-27,north
37213,236500,2021-09-27,south
37214,209000,2021-09-27,east
37215,211500,2021-09-27,west
37240,207000,2021-09-28,north
37241,208500,2021-09-28,south
37242,243500,2021-09-28,east
37243,211500,2021-09-28,west
37268,234000,2021-09-29,north
37269,222500,2021-09-29,south
37270,214000,2021-09-29,east
37271,224000,2021-09-29,west
37296,200000,2021-09-30,north
37297,217500,2021-09-30,south
37298,202000,2021-09-30,east
37299,242500,2021-09-30,west
37324,235000,2021-10-01,north
37325,221500,2021-10-01,south
37326,234500,2021-10-01,east
37327,236000,2021-10-01,west
37352,237000,2021-10-02,north
37353,218000,2021-10-02,south
37354,200000,2021-10-02,east
37355,223500,2021-10-02,west
37380,205500,2021-10-03,north
37381,226500,2021-10-03,south
37382,216500,2021-10-03,east
37383,216500,2021-10-03,west
37408,213500,2021-10-04,north
37409,239500,2021-10-04,south
37410,224000,2021-10-04,east
37411,229500,2021-10-04,west
37436,242500,2021-10-05,north
37437,225500,2021-10-05,south
37438,214500,2021-10-05,east
37439,200000,2021-10-05,west
37464,209000,2021-10-06,north
37465,239000,2021-10-06,south
37466,212000,2021-10-06,east
37467,240500,2021-10-06,west
37492,237000,2021-10-07,north
37493,208000,2021-10-07,south
37494,216000,2021-10-07,east
37495,227000,2021-10-07,west
37520,245500,2021-10-08,north
37521,236000,2021-10-08,south
37522,208500,2021-10-08,east
37523,204500,2021-10-08,west
37548,226000,2021-10-09,north
37549,230000,2021-10-09,south
37550,206500,2021-10-09,east
37551,202500,2021-10-09,west
37576,240000,2021-10-10,north
37577,225500,2021-10-10,south
37578,233500,2021-10-10,east
37579,246000,2021-10-10,west
37604,212000,2021-10-11,north
37605,223000,2021-10-11,south
37606,219500,2021-10-11,east
37607,220500,2021-10-11,west
37632,210500,2021-10-12,north
37633,210500,2021-10-12,south
37634,206500,2021-10-12,east
37635,200500,2021-10-12,west
37660,220500,2021-10-13,north
37661,249500,2021-10-13,south
37662,212500,2021-10-13,east
37663,241000,2021-10-13,west
37688,232000,2021-10-14,north
37689,201000,2021-10-14,south
37690,233000,2021-10-14,east
37691,227500,2021-10-14,west
37716,230500,2021-10-15,north
37717,242500,2021-10-15,south
37718,231000,2021-10-15,east
37719,209000,2021-10-15,west
37744,248500,2021-10-16,north
37745,241500,2021-10-16,south
37746,239500,2021-10-16,east
37747,209000,2021-10-16,west
37772,201000,2021-10-17,north
37773,208500,2021-10-17,south
37774,225000,2021-10-17,east
37775,245000,2021-10-17,west
37800,223000,2021-10-18,north
37801,231000,2021-10-18,south
37802,200500,2021-10-18,east
37803,202500,2021-10-18,west
37828,208500,2021-10-19,north
37829,227500,2021-10-19,south
37830,222000,2021-10-19,east
37831,239500,2021-10-19,west
37856,207000,2021-10-20,north
37857,221000,2021-10-20,south
37858,229000,2021-10-20,east
37859,238000,2021-10-20,west
37884,247500,2021-10-21,north
37885,217500,2021-10-21,south
37886,201500,2021-10-21,east
37887,211500,2021-10-21,west
37912,203000,2021-10-22,north
37913,240000,2021-10-22,south
37914,218000,2021-10-22,east
37915,234500,2021-10-22,west
37940,248500,2021-10-23,north
37941,222500,2021-10-23,south
37942,209500,2021-10-23,east
37943,235000,2021-10-23,west
37968,231500,2021-10-24,north
37969,215500,2021-10-24,south
37970,230500,2021-10-24,east
37971,225000,2021-10-24,west
37996,247000,2021-10-25,north
37997,213500,2021-10-25,south
37998,225500,2021-10-25,east
37999,227000,2021-10-25,west
38024,241000,2021-10-26,north
38025,249000,2021-10-26,south
38026,225000,2021-10-26,east
38027,222000,2021-10-26,west
38052,214500,2021-10-27,north
38053,214500,2021-10-27,south
38054,245000,2021-10-27,east
38055,209000,2021-10-27,west
38080,216500,2021-10-28,north
38081,235500,2021-10-28,south
38082,231500,2021-10-28,east
38083,230000,2021-10-28,west
38108,222500,2021-10-29,north
38109,217500,2021-10-29,south
38110,243500,2021-10-29,east
38111,203500,2021-10-29,west
38136,243000,2021-10-30,north
38137,218000,2021-10-30,south
38138,206000,2021-10-30,east
38139,247000,2021-10-30,west
38164,240000,2021-10-31,north
38165,222000,2021-10-31,south
38166,239500,2021-10-31,east
38167,212000,2021-10-31,west
38192,208000,2021-11-01,north
38193,244500,2021-11-01,south
38194,241500,2021-11-01,east
38195,235500,2021-11-01,west
38220,240500,2021-11-02,north
38221,212000,2021-11-02,south
38222,219500,2021-11-02,east
38223,202500,2021-11-02,west
38248,230500,2021-11-03,north
38249,203500,2021-11-03,south
38250,208500,2021-11-03,east
38251,228500,2021-11-03,west
38276,220500,2021-11-04,north
38277,215500,2021-11-04,south
38278,210500,2021-11-04,east
38279,208500,2021-11-04,west
38304,247500,2021-11-05,north
38305,242500,2021-11-05,south
38306,233000,2021-11-05,east
38307,220500,2021-11-05,west
38332,223500,2021-11-06,north
38333,205000,2021-11-06,south
38334,245500,2021-11-06,east
38335,206500,2021-11-06,west
38360,221000,2021-11-07,north
38361,206500,2021-11-07,south
38362,221500,2021-11-07,east
38363,227500,2021-11-07,west
38388,200500,2021-11-08,north
38389,212000,2021-11-08,south
38390,214000,2021-11-08,east
38391,226000,2021-11-08,west
38416,216500,2021-11-09,north
38417,200000,2021-11-09,south
38418,243500,2021-11-09,east
38419,225000,2021-11-09,west
38444,248500,2021-11-10,north
38445,209000,2021-11-10,south
38446,202500,2021-11-10,east
38447,236500,2021-11-10,west
38472,215000,2021-11-11,north
38473,216000,2021-11-11,south
38474,203500,2021-11-11,east
38475,244500,2021-11-11,west
38500,235000,2021-11-12,north
38501,213000,2021-11-12,south
38502,204500,2021-11-12,east
38503,249000,2021-11-12,west
38528,231500,2021-11-13,north
38529,221000,2021-11-13,south
38530,234500,2021-11-13,east
38531,228500,2021-11-13,west
38556,222500,2021-11-14,north
38557,219000,2021-11-14,south
38558,249500,2021-11-14,east
38559,248500,2021-11-14,west
38584,210500,2021-11-15,north
38585,242500,2021-11-15,south
38586,215500,2021-11-15,east
38587,249500,2021-11-15,west
38612,248500,2021-11-16,north
38613,222500,2021-11-16,south
38614,231500,2021-11-16,east
38615,230000,2021-11-16,west
38640,216500,2021-11-17,north
38641,224000,2021-11-17,south
38642,229000,2021-11-17,east
38643,202500,2021-11-17,west
38668,208000,2021-11-18,north
38669,232500,2021-11-18,south
38670,210500,2021-11-18,east
38671,224500,2021-11-18,west
38696,218000,2021-11-19,north
38697,218000,2021-11-19,south
38698,234500,2021-11-19,east
38699,243500,2021-11-19,west
38724,249000,2021-11-20,north
38725,216000,2021-11-20,south
38726,246000,2021-11-20,east
38727,204000,2021-11-20,west
38752,201000,2021-11-21,north
38753,244000,2021-11-21,south
38754,219000,2021-11-21,east
38755,236500,2021-11-21,west
38780,214500,2021-11-22,north
38781,242000,2021-11-22,south
38782,220000,2021-11-22,east
38783,207500,2021-11-22,west
38808,207500,2021-11-23,north
38809,245000,2021-11-23,south
38810,228000,2021-11-23,east
38811,222000,2021-11-23,west
38836,241000,2021-11-24,north
38837,201500,2021-11-24,south
38838,202000,2021-11-24,east
38839,206000,2021-11-24,west
38864,241000,2021-11-25,north
38865,248500,2021-11-25,south
38866,244500,2021-11-25,east
38867,228500,2021-11-25,west
38892,249000,2021-11-26,north
38893,221500,2021-11-26,south
38894,201500,2021-11-26,east
38895,207000,2021-11-26,west
38920,217000,2021-11-27,north
38921,223500,2021-11-27,south
38922,214500,2021-11-27,east
38923,237000,2021-11-27,west
38948,203500,2021-11-28,north
38949,233500,2021-11-28,south
38950,239000,2021-11-28,east
38951,250000,2021-11-28,west
38976,218000,2021-11-29,north
38977,249500,2021-11-29,south
38978,217000,2021-11-29,east
38979,227500,2021-11-29,west
39004,226500,2021-11-30,north
39005,203500,2021-11-30,south
39006,248000,2021-11-30,east
39007,239000,2021-11-30,west
39032,241500,2021-12-01,north
39033,227500,2021-12-01,south
39034,210000,2021-12-01,east
39035,210500,2021-12-01,west
39060,233000,2021-12-02,north
39061,217000,2021-12-02,south
39062,246000,2021-12-02,east
39063,220000,2021-12-02,west
39088,222500,2021-12-03,north
39089,235000,2021-12-03,south
39090,212500,2021-12-03,east
39091,224500,2021-12-03,west
39116,202500,2021-12-04,north
39117,201000,2021-12-04,south
39118,200500,2021-12-04,east
39119,245500,2021-12-04,west
39144,213000,2021-12-05,north
39145,244500,2021-12-05,south
39146,219000,2021-12-05,east
39147,226500,2021-12-05,west
39172,238000,2021-12-06,north
39173,223500,2021-12-06,south
39174,220000,2021-12-06,east
39175,220000,2021-12-06,west
39200,209000,2021-12-07,north
